Price Period,Town,Super,Diesel,Kerosene
15th  March 2023 - 14th  April 2023,Siaya,179.83,163.04,147.0
15th  March 2023 - 14th  April 2023,Kericho,180.0,163.21,147.17
15th  March 2023 - 14th  April 2023,Nyamira,180.07,163.28,147.24
15th  March 2023 - 14th  April 2023,Kisii,180.37,163.58,147.55
15th  March 2023 - 14th  April 2023,Sotik,180.21,163.42,147.38
15th  March 2023 - 14th  April 2023,Keroka,180.39,163.6,147.56
15th  March 2023 - 14th  April 2023,Busia,180.36,163.57,147.54
15th  March 2023 - 14th  April 2023,Homabay,180.31,163.52,147.48
15th  March 2023 - 14th  April 2023,Migori,181.17,164.37,148.34
15th  March 2023 - 14th  April 2023,Isebania,181.45,164.66,148.62
15th  March 2023 - 14th  April 2023,Bomet,180.61,163.82,147.78
15th  March 2023 - 14th  April 2023,Muhoroni,179.72,162.93,146.9
15th  March 2023 - 14th  April 2023,Mbita,180.3,163.5,147.47
15th  March 2023 - 14th  April 2023,Mbale,179.5,162.7,146.66
15th  March 2023 - 14th  April 2023,Etago,180.94,164.15,148.12
15th  March 2023 - 14th  April 2023,Magenche,181.05,164.26,148.22
15th  March 2023 - 14th  April 2023,Kilgoris,180.88,164.09,148.06
15th  March 2023 - 14th  April 2023,Malava,179.86,163.06,147.03
15th  March 2023 - 14th  April 2023,Lugari,180.25,163.45,147.42
15th  March 2023 - 14th  April 2023,Rodi Kopany,180.37,163.58,147.55
15th  March 2023 - 14th  April 2023,Ndhiwa,180.65,163.86,147.82
15th  March 2023 - 14th  April 2023,Rangwe,180.36,163.57,147.54
15th  March 2023 - 14th  April 2023,Sindo,180.37,163.58,147.55
15th  March 2023 - 14th  April 2023,Awasi,179.45,162.66,146.63
15th  March 2023 - 14th  April 2023,Ahero,179.5,162.7,146.66
15th  March 2023 - 14th  April 2023,Ugunja,179.93,163.13,147.1
15th  March 2023 - 14th  April 2023,Asembo,179.57,162.78,146.75
15th  March 2023 - 14th  April 2023,Usenge,180.06,163.26,147.22
15th  March 2023 - 14th  April 2023,Harambee,179.54,162.75,146.71
15th  March 2023 - 14th  April 2023,Muhuru Bay,181.31,164.52,148.48
15th  March 2023 - 14th  April 2023,Kehancha,181.54,164.75,148.71
15th  March 2023 - 14th  April 2023,Ntimaru,181.85,165.06,149.02
15th  March 2023 - 14th  April 2023,Rongo,180.62,163.83,147.8
15th  March 2023 - 14th  April 2023,Kaspokwony,180.59,163.8,147.75
15th  March 2023 - 14th  April 2023,Chwele,180.53,163.74,147.7
15th  March 2023 - 14th  April 2023,Kimilili,180.46,163.67,147.62
15th  March 2023 - 14th  April 2023,Nambale,180.36,163.57,147.54
15th  March 2023 - 14th  April 2023,SioPort,180.35,163.56,147.53
15th  March 2023 - 14th  April 2023,Port Bunyala,180.4,163.61,147.57
15th  March 2023 - 14th  April 2023,Funyula,180.22,163.43,147.4
15th  March 2023 - 14th  April 2023,Ogembo,180.53,163.74,147.7
15th  March 2023 - 14th  April 2023,Nyangusu,180.79,164.0,147.96
15th  March 2023 - 14th  April 2023,Sengera,180.72,163.92,147.88
15th  March 2023 - 14th  April 2023,Keumbu,180.44,163.64,147.61
15th  March 2023 - 14th  April 2023,Marani,180.14,163.35,147.31
15th  March 2023 - 14th  April 2023,Kerina,180.5,163.71,147.68
15th  March 2023 - 14th  April 2023,Ikonge,179.86,163.07,147.03
15th  March 2023 - 14th  April 2023,Nyansiongo,180.26,163.47,147.43
15th March 2022 -14th  April 2022,Mombasa,132.46,113.36,101.29
15th March 2022 -14th  April 2022,Kilifi,133.17,114.07,102.01
15th March 2022 -14th  April 2022,Likoni Mainland,132.82,113.71,101.65
15th March 2022 -14th  April 2022,Kwale,132.82,113.71,101.65
15th March 2022 -14th  April 2022,Malindi,133.38,114.27,102.21
15th March 2022 -14th  April 2022,Lungalunga,133.53,114.43,102.36
15th March 2022 -14th  April 2022,Voi,133.94,114.84,102.77
15th March 2022 -14th  April 2022,Taveta,135.35,116.24,104.18
15th March 2022 -14th  April 2022,Lamu,135.76,116.66,104.6
15th March 2022 -14th  April 2022,Hola,136.05,116.94,104.88
15th March 2022 -14th  April 2022,Mpeketoni,135.76,116.66,104.6
15th March 2022 -14th  April 2022,Minjila,134.73,115.62,103.56
15th March 2022 -14th  April 2022,Garsen,134.82,115.71,103.65
15th March 2022 -14th  April 2022,Samburu,132.76,113.66,101.6
15th March 2022 -14th  April 2022,Taru,132.94,113.84,101.78
15th March 2022 -14th  April 2022,Mwatate,134.28,115.17,103.11
15th March 2022 -14th  April 2022,Wundanji,134.44,115.34,103.28
15th March 2022 -14th  April 2022,Kaloleni,132.61,113.52,101.45
15th March 2022 -14th  April 2022,Marereni,134.04,114.94,102.87
15th March 2022 -14th  April 2022,Nairobi,134.72,115.6,103.54
15th March 2022 -14th  April 2022,Thika,134.72,115.61,103.54
15th March 2022 -14th  April 2022,Machakos,134.96,115.84,103.78
15th March 2022 -14th  April 2022,Kajiado,135.14,116.02,103.96
15th March 2022 -14th  April 2022,Makuyu,135.01,115.89,103.83
15th March 2022 -14th  April 2022,Muranga,135.24,116.12,104.06
15th March 2022 -14th  April 2022,Sagana,135.45,116.35,104.28
15th March 2022 -14th  April 2022,Embu,135.82,116.7,104.64
15th March 2022 -14th  April 2022,Kerugoya,135.74,116.63,104.57
15th March 2022 -14th  April 2022,Narok,136.1,117.0,104.93
15th March 2022 -14th  April 2022,Nyeri,136.09,116.97,104.91
15th March 2022 -14th  April 2022,Namanga,136.26,117.15,105.08
15th March 2022 -14th  April 2022,Kiganjo,136.06,116.94,104.88
15th March 2022 -14th  April 2022,Chuka,136.35,117.23,105.17
15th March 2022 -14th  April 2022,Kitui,136.25,117.14,105.07
15th March 2022 -14th  April 2022,Mwingi,136.63,117.53,105.46
15th March 2022 -14th  April 2022,Nanyuki,136.65,117.54,105.47
15th March 2022 -14th  April 2022,Nkubu,137.61,118.51,106.44
15th March 2022 -14th  April 2022,Mtito Andei,137.15,118.04,105.98
15th March 2022 -14th  April 2022,Meru,137.81,118.7,106.64
15th March 2022 -14th  April 2022,Isiolo,137.67,118.56,106.49
15th March 2022 -14th  April 2022,Maua,138.26,119.16,107.09
15th March 2022 -14th  April 2022,Garissa,138.89,119.77,107.71
15th March 2022 -14th  April 2022,Marsabit,142.57,123.45,111.39
15th March 2022 -14th  April 2022,Liboi,141.65,122.54,110.47
15th March 2022 -14th  April 2022,Moyale,144.15,125.04,112.97
15th March 2022 -14th  April 2022,Sololo,143.21,124.09,112.03
15th March 2022 -14th  April 2022,Habaswein,141.58,122.46,110.4
15th March 2022 -14th  April 2022,Dadaab,140.27,121.15,109.09
15th March 2022 -14th  April 2022,Tarbaj,143.82,124.72,112.64
15th March 2022 -14th  April 2022,Elwak,145.43,126.32,114.25
15th March 2022 -14th  April 2022,Wajir,143.98,124.87,112.81
15th March 2022 -14th  April 2022,Modogashe,141.72,122.6,110.54
15th March 2022 -14th  April 2022,Mandera,147.75,128.65,116.58
15th March 2022 -14th  April 2022,Matuu,135.62,116.5,104.44
15th March 2022 -14th  April 2022,Merti,140.06,120.95,108.89
15th March 2022 -14th  April 2022,Oldonyiro,137.07,117.96,105.89
15th March 2022 -14th  April 2022,Eldas,145.76,126.64,114.58
15th March 2022 -14th  April 2022,Bute,142.79,123.68,111.62
15th March 2022 -14th  April 2022,Hadado,141.38,122.27,110.2
15th March 2022 -14th  April 2022,Mai Mahiu,134.84,115.72,103.66
15th March 2022 -14th  April 2022,Doldo,137.41,118.3,106.23
15th March 2022 -14th  April 2022,Lamuria,136.53,117.42,105.35
15th March 2022 -14th  April 2022,Rumuruti,137.23,118.12,106.06
15th March 2022 -14th  April 2022,Sipili,137.4,118.28,106.22
15th March 2022 -14th  April 2022,Marimanti,137.02,117.91,105.85
15th March 2022 -14th  April 2022,Mutuobare,136.36,117.25,105.18
15th March 2022 -14th  April 2022,North Horr,143.53,124.42,112.35
15th March 2022 -14th  April 2022,Maikona,142.15,123.03,110.97
15th March 2022 -14th  April 2022,Kalacha,142.69,123.57,111.51
15th March 2022 -14th  April 2022,Loyangalani,142.75,123.64,111.57
15th March 2022 -14th  April 2022,Turbi,142.56,123.44,111.38
15th March 2022 -14th  April 2022,Laisamis,139.76,120.66,108.58
15th March 2022 -14th  April 2022,Merille,139.47,120.35,108.29
15th March 2022 -14th  April 2022,Korr,140.71,121.6,109.53
15th March 2022 -14th  April 2022,Nakuru,134.24,115.43,103.39
15th March 2022 -14th  April 2022,Gilgil,134.21,115.39,103.36
15th March 2022 -14th  April 2022,Mogotio,134.2,115.38,103.34
15th March 2022 -14th  April 2022,Molo,134.29,115.46,103.43
15th March 2022 -14th  April 2022,Olenguruone,134.99,116.16,104.13
15th March 2022 -14th  April 2022,Londiani,134.5,115.69,103.65
15th March 2022 -14th  April 2022,Nyahururu,134.49,115.68,103.64
15th March 2022 -14th  April 2022,Archers Post,137.48,118.66,106.63
15th March 2022 -14th  April 2022,Lodosoit,138.58,119.76,107.73
15th March 2022 -14th  April 2022,Naivasha,134.57,115.75,103.71
15th March 2022 -14th  April 2022,Marigat,134.98,116.15,104.11
15th March 2022 -14th  April 2022,Kabarnet ,135.46,116.64,104.61
15th March 2022 -14th  April 2022,Maralal,136.55,117.73,105.7
15th March 2022 -14th  April 2022,Wamba,137.39,118.57,106.53
15th March 2022 -14th  April 2022,Eldoret,135.13,116.32,104.27
15th March 2022 -14th  April 2022,Kiplombe,135.13,116.32,104.27
15th March 2022 -14th  April 2022,Iten,135.13,116.32,104.27
15th March 2022 -14th  April 2022,Naiberi,135.13,116.32,104.27
15th March 2022 -14th  April 2022,Kesses,135.13,116.32,104.27
15th March 2022 -14th  April 2022,Kapsabet,135.14,116.34,104.28
15th March 2022 -14th  April 2022,Webuye,135.55,116.75,104.7
15th March 2022 -14th  April 2022,Kitale,135.49,116.68,104.63
15th March 2022 -14th  April 2022,Kapenguria ,136.12,117.32,105.27
15th March 2022 -14th  April 2022,Bungoma,135.9,117.08,105.04
15th March 2022 -14th  April 2022,Moiben,135.14,116.34,104.28
15th March 2022 -14th  April 2022,Matunda,135.12,116.3,104.26
15th March 2022 -14th  April 2022,Burnt Forest,135.08,116.27,104.22
15th March 2022 -14th  April 2022,Tambach,135.17,116.36,104.31
15th March 2022 -14th  April 2022,Kapsowar,135.64,116.82,104.78
15th March 2022 -14th  April 2022,Chebara,135.52,116.7,104.66
15th March 2022 -14th  April 2022,Kimwarer,135.44,116.63,104.59
15th March 2022 -14th  April 2022,Timboroa,135.37,116.55,104.5
15th March 2022 -14th  April 2022,Nandi Hills,135.32,116.51,104.47
15th March 2022 -14th  April 2022,Kaiboi,135.18,116.37,104.33
15th March 2022 -14th  April 2022,Kiminini,135.67,116.87,104.81
15th March 2022 -14th  April 2022,Endebes,136.03,117.21,105.17
15th March 2022 -14th  April 2022,Saboti,135.7,116.89,104.85
15th March 2022 -14th  April 2022,Chepareria,136.33,117.53,105.47
15th March 2022 -14th  April 2022,Lomut,137.95,119.13,107.09
15th March 2022 -14th  April 2022,Burgich,136.75,117.94,105.89
15th March 2022 -14th  April 2022,Sigor,136.88,118.07,106.02
15th March 2022 -14th  April 2022,Lodwar,139.31,120.5,108.45
15th March 2022 -14th  April 2022,Kakuma,140.9,122.09,110.04
15th March 2022 -14th  April 2022,Lokichar,138.31,119.5,107.45
15th March 2022 -14th  April 2022,Kalokol,140.07,121.26,109.21
15th March 2022 -14th  April 2022,Lokori,138.67,119.87,107.82
15th March 2022 -14th  April 2022,Lokitaung,142.95,124.15,112.09
15th March 2022 -14th  April 2022,Kapedo,137.95,119.13,107.09
15th March 2022 -14th  April 2022,Malaba,136.3,117.48,105.44
15th March 2022 -14th  April 2022,Lokichogio,142.08,123.28,111.23
15th March 2022 -14th  April 2022,Ziwa,135.32,116.51,104.47
15th March 2022 -14th  April 2022,Soy,135.13,116.32,104.27
15th March 2022 -14th  April 2022,Moi's Bridge,135.19,116.38,104.34
15th March 2022 -14th  April 2022,Turbo,135.08,116.27,104.22
15th March 2022 -14th  April 2022,Kibish,143.19,124.37,112.33
15th March 2022 -14th  April 2022,Nakalale,142.01,123.2,111.15
15th March 2022 -14th  April 2022,Loima,138.42,119.62,107.57
15th March 2022 -14th  April 2022,Lokiriama,139.99,121.19,109.13
15th March 2022 -14th  April 2022,Kainuk,137.2,118.39,106.34
15th March 2022 -14th  April 2022,Kacheliba,136.52,117.72,105.67
15th March 2022 -14th  April 2022,Kiwawa,137.14,118.32,106.28
15th March 2022 -14th  April 2022,Ortum,136.72,117.91,105.86
15th March 2022 -14th  April 2022,Kachibora,135.52,116.7,104.66
15th March 2022 -14th  April 2022,Kwanza,136.23,117.42,105.38
15th March 2022 -14th  April 2022,Kaplamai,135.54,116.74,104.68
15th March 2022 -14th  April 2022,Eldama Ravine,135.96,117.15,105.11
15th March 2022 -14th  April 2022,Tenges,136.1,117.29,105.25
15th March 2022 -14th  April 2022,Barwessa,136.22,117.41,105.35
15th March 2022 -14th  April 2022,Kipsaraman,137.12,118.31,106.26
15th March 2022 -14th  April 2022,Loruk,136.99,118.18,106.13
15th March 2022 -14th  April 2022,Kabartonjo,135.96,117.15,105.11
15th March 2022 -14th  April 2022,Tindiret,136.03,117.21,105.17
15th March 2022 -14th  April 2022,O'lessos,135.19,116.38,104.34
15th March 2022 -14th  April 2022,Kobujoi,135.59,116.79,104.74
15th March 2022 -14th  April 2022,Serem,135.67,116.87,104.81
15th March 2022 -14th  April 2022,Kabiyet,135.13,116.32,104.27
15th March 2022 -14th  April 2022,Cheptulu,135.55,116.75,104.7
15th March 2022 -14th  April 2022,Songor,136.1,117.29,105.25
15th March 2022 -14th  April 2022,Kapcherop,135.73,116.93,104.88
15th March 2022 -14th  April 2022,Sambalat,136.42,117.61,105.57
15th March 2022 -14th  April 2022,Arror,136.07,117.27,105.21
15th March 2022 -14th  April 2022,Tot,136.28,117.47,105.42
15th March 2022 -14th  April 2022,Kaptarakwa,135.32,116.51,104.47
15th March 2022 -14th  April 2022,Kapese,138.27,119.46,107.42
15th March 2022 -14th  April 2022,Kalemngorok,137.67,118.85,106.81
15th March 2022 -14th  April 2022,Marich,136.64,117.84,105.79
15th March 2022 -14th  April 2022,Alale,137.14,118.32,106.28
15th March 2022 -14th  April 2022,Kunyao,136.79,117.99,105.94
15th March 2022 -14th  April 2022,Asilong,136.38,117.58,105.53
15th March 2022 -14th  April 2022,Orolwo,136.42,117.61,105.57
15th March 2022 -14th  April 2022,Sebit,136.37,117.56,105.52
15th March 2022 -14th  April 2022,Morpus,136.28,117.47,105.42
15th March 2022 -14th  April 2022,Chepkorniswo,136.17,117.35,105.31
15th March 2022 -14th  April 2022,Kaibichbich,136.11,117.3,105.26
15th March 2022 -14th  April 2022,Keringet,135.84,117.03,104.99
15th March 2022 -14th  April 2022,Kisumu,135.13,116.3,104.26
15th March 2022 -14th  April 2022,Sondu,135.24,116.4,104.37
15th March 2022 -14th  April 2022,Oyugis,135.71,116.89,104.85
15th March 2022 -14th  April 2022,Kakamega,135.18,116.35,104.32
15th March 2022 -14th  April 2022,Mumias,135.46,116.63,104.59
15th March 2022 -14th  April 2022,Bondo,135.35,116.51,104.48
15th March 2022 -14th  April 2022,Siaya,135.46,116.64,104.6
15th March 2022 -14th  April 2022,Kericho,135.65,116.81,104.77
15th March 2022 -14th  April 2022,Nyamira,135.7,116.88,104.84
15th March 2022 -14th  April 2022,Kisii,136.01,117.18,105.15
15th March 2022 -14th  April 2022,Sotik,135.84,117.02,104.98
15th March 2022 -14th  April 2022,Keroka,136.03,117.2,105.16
15th March 2022 -14th  April 2022,Busia,136.0,117.17,105.14
15th March 2022 -14th  April 2022,Homabay,135.95,117.12,105.08
15th March 2022 -14th  April 2022,Migori,136.8,117.97,105.94
15th  May 2023 - 14th  June 2023,Mombasa,176.98,159.76,143.69
15th  May 2023 - 14th  June 2023,Kilifi,177.69,160.47,144.41
15th  May 2023 - 14th  June 2023,Likoni Mainland,177.34,160.11,144.05
15th  May 2023 - 14th  June 2023,Kwale,177.34,160.11,144.05
15th  May 2023 - 14th  June 2023,Malindi,177.9,160.67,144.61
15th  May 2023 - 14th  June 2023,Lungalunga,178.05,160.83,144.76
15th  May 2023 - 14th  June 2023,Voi,178.46,161.24,145.17
15th  May 2023 - 14th  June 2023,Taveta,179.86,162.64,146.58
15th  May 2023 - 14th  June 2023,Lamu,180.27,163.06,147.0
15th  May 2023 - 14th  June 2023,Hola,180.57,163.34,147.28
15th  May 2023 - 14th  June 2023,Mpeketoni,180.27,163.06,147.0
15th  May 2023 - 14th  June 2023,Minjila,179.25,162.02,145.96
15th  May 2023 - 14th  June 2023,Garsen,179.33,162.11,146.05
15th  May 2023 - 14th  June 2023,Samburu,177.28,160.06,144.0
15th  May 2023 - 14th  June 2023,Taru,177.46,160.24,144.18
15th  May 2023 - 14th  June 2023,Mwatate,178.79,161.57,145.51
15th  May 2023 - 14th  June 2023,Wundanyi,178.96,161.74,145.68
15th  May 2023 - 14th  June 2023,Kaloleni,177.13,159.92,143.85
15th  May 2023 - 14th  June 2023,Marereni,178.56,161.34,145.27
15th  May 2023 - 14th  June 2023,Nairobi,179.3,162.0,145.94
15th  May 2023 - 14th  June 2023,Thika,179.31,162.01,145.94
15th  May 2023 - 14th  June 2023,Machakos,179.54,162.24,146.18
15th  May 2023 - 14th  June 2023,Kajiado,179.72,162.42,146.36
15th  May 2023 - 14th  June 2023,Makuyu,179.59,162.29,146.23
15th  May 2023 - 14th  June 2023,Muranga,179.82,162.52,146.46
15th  May 2023 - 14th  June 2023,Sagana,180.05,162.75,146.68
15th  May 2023 - 14th  June 2023,Embu,180.4,163.1,147.04
15th  May 2023 - 14th  June 2023,Kerugoya,180.33,163.03,146.97
15th  May 2023 - 14th  June 2023,Narok,180.69,163.4,147.33
15th  May 2023 - 14th  June 2023,Nyeri,180.67,163.37,147.31
15th  May 2023 - 14th  June 2023,Namanga,180.85,163.55,147.48
15th  May 2023 - 14th  June 2023,Kiganjo,180.64,163.34,147.28
15th  May 2023 - 14th  June 2023,Chuka,180.93,163.63,147.57
15th  May 2023 - 14th  June 2023,Kitui,180.84,163.54,147.47
15th  May 2023 - 14th  June 2023,Mwingi,181.22,163.93,147.86
15th  May 2023 - 14th  June 2023,Nanyuki,181.23,163.94,147.87
15th  May 2023 - 14th  June 2023,Nkubu,182.21,164.91,148.84
15th  May 2023 - 14th  June 2023,Mtito Andei,181.74,164.44,148.38
15th  May 2023 - 14th  June 2023,Meru,182.4,165.1,149.04
15th  May 2023 - 14th  June 2023,Isiolo,182.26,164.96,148.89
15th  May 2023 - 14th  June 2023,Maua,182.85,165.56,149.49
15th  May 2023 - 14th  June 2023,Garissa,183.47,166.17,150.11
15th  May 2023 - 14th  June 2023,Marsabit,187.15,169.85,153.79
15th  May 2023 - 14th  June 2023,Liboi,186.24,168.94,152.87
15th  May 2023 - 14th  June 2023,Moyale,188.74,171.44,155.37
15th  May 2023 - 14th  June 2023,Sololo,187.79,170.49,154.43
15th  May 2023 - 14th  June 2023,Habaswein,186.16,168.86,152.8
15th  May 2023 - 14th  June 2023,Dadaab,184.85,167.55,151.49
15th  May 2023 - 14th  June 2023,Tarbaj,188.42,171.12,155.04
15th  May 2023 - 14th  June 2023,Elwak,190.02,172.72,156.65
15th  May 2023 - 14th  June 2023,Wajir,188.57,171.27,155.21
15th  May 2023 - 14th  June 2023,Modogashe,186.3,169.0,152.94
15th  May 2023 - 14th  June 2023,Mandera,192.35,175.05,158.98
15th  May 2023 - 14th  June 2023,Matuu,180.2,162.9,146.84
15th  May 2023 - 14th  June 2023,Merti,184.65,167.35,151.29
15th  May 2023 - 14th  June 2023,Oldonyiro,181.67,164.36,148.29
15th  May 2023 - 14th  June 2023,Eldas,190.34,173.04,156.98
15th  May 2023 - 14th  June 2023,Bute,187.38,170.08,154.02
15th  May 2023 - 14th  June 2023,Hadado,185.97,168.67,152.6
15th  May 2023 - 14th  June 2023,Mai Mahiu,179.42,162.12,146.06
15th  May 2023 - 14th  June 2023,Doldo,182.0,164.7,148.63
15th  May 2023 - 14th  June 2023,Lamuria,181.12,163.82,147.75
15th  May 2023 - 14th  June 2023,Sipili,181.98,164.68,148.62
15th  May 2023 - 14th  June 2023,Marimanti,181.61,164.31,148.25
15th  May 2023 - 14th  June 2023,Mutuobare,180.95,163.65,147.58
15th  May 2023 - 14th  June 2023,North Horr,188.11,170.82,154.75
15th  May 2023 - 14th  June 2023,Maikona,186.73,169.43,153.37
15th  May 2023 - 14th  June 2023,Kalacha,187.27,169.97,153.91
15th  May 2023 - 14th  June 2023,Loyangalani,187.34,170.04,153.97
15th  May 2023 - 14th  June 2023,Turbi,187.14,169.84,153.78
15th  May 2023 - 14th  June 2023,Laisamis,184.36,167.06,150.98
15th  May 2023 - 14th  June 2023,Merille,184.05,166.75,150.69
15th  May 2023 - 14th  June 2023,Korr,185.3,168.0,151.93
15th  May 2023 - 14th  June 2023,Nakuru,178.62,161.83,145.79
15th  May 2023 - 14th  June 2023,Gilgil,178.58,161.79,145.76
15th  May 2023 - 14th  June 2023,Mogotio,178.57,161.78,145.74
15th  May 2023 - 14th  June 2023,Molo,178.65,161.86,145.83
15th  May 2023 - 14th  June 2023,Olenguruone,179.36,162.56,146.53
15th  May 2023 - 14th  June 2023,Londiani,178.88,162.09,146.05
15th  May 2023 - 14th  June 2023,Nyahururu,178.87,162.08,146.04
15th  May 2023 - 14th  June 2023,Archers Post,181.85,165.06,149.03
